,0,1,2
10038,block,blocks,1
10039,block,glock,0
10040,block,lock,0
10041,block,clock,0
10042,block,flock,0
9398,blocka,flocka,0
8697,blocked,clocked,0
8698,blocked,locked,0
8699,blocked,knocked,0
8700,blocked,backed,0
11547,blockin,knockin,0
11548,blockin,lockin,0
11549,blockin,flockin,0
11550,blockin,blocking,1
11551,blockin,cockin,0
11552,blockin,stockin,0
786,blocking,blockin,1
787,blocking,cocking,0
788,blocking,blinking,0
789,blocking,knocking,0
790,blocking,clicking,0
791,blocking,jocking,0
3551,blocks,block,1
3552,blocks,glocks,0
3553,blocks,locks,0
3554,blocks,flocks,0
3391,blockstar,rockstar,0
11434,blog,blogs,1
4352,blogs,blog,1
477,blond,blonde,0
734,blonde,blond,0
4799,blood,bloody,0
4800,blood,bloods,1
10426,blood_bath,bloodbath,1
7765,blood_clot,bloodclot,1
8585,blood_stains,bloodstain,0
8184,bloodbath,blood_bath,1
1601,bloodstains,bloodstain,1
3113,bloody,blood,0
3114,bloody,blooded,0
4801,bloom,gloom,0
4802,bloom,blossom,0
1188,blossom,bloom,0
8556,blouses,spouses,0
11432,blow,blows,1
5038,blowin,blowing,1
6484,blowing,blowin,1
6485,blowing,blazing,0
3587,blown,flown,0
3588,blows,glows,0
3589,blows,flows,0
9303,blueprint,blueprints,1
2108,bluffin,cuffin,0
2109,bluffin,bluffing,1
6728,bluffing,bluffin,1
6729,bluffing,cuffing,0
8324,blunt,blunts,1
213,blunted,blunts,0
11154,blunts,blunt,1
4662,blurred,blurry,0
9477,blurry,blurred,0
2309,blushin,gushin,0
11309,bmws,bms,0
6652,board,boards,1
6778,boastin,roasting,0
9071,boat,boats,1
9072,boat,coat,0
3719,boats,coats,0
9227,bobbin,bubblin,0
6337,bobbing,wobbling,0
6812,bodega,bodegas,1
10865,body,bodys,1
1570,bodys,body,1
8657,boil,oil,0
8658,boil,broil,0
8659,boil,foil,0
5791,boilin,boiling,1
11373,boiling,boilin,1
10372,bola,hola,0
10384,bolivia,bolivian,0
3627,bolivian,bolivia,0
10374,bolt,bolts,1
11340,bolts,bolt,1
2989,bomb,bombs,1
4267,bombudd,bombbudd,0
7280,bone,tone,0
7281,bone,bones,1
7282,bone,lone,0
10889,boned,boner,0
10890,boney,bony,0
9132,bong,bongs,1
7777,bongs,bong,1
3955,boning,bonin,1
10857,boo_boo,oo_oo,0
10858,boo_boo,ooo_ooo,0
6540,boobies,booties,0
6541,boobies,boobs,0
6542,boobies,bootie,0
5411,boobs,boobies,0
11842,boof,boop,0
6598,booga,boog,0
8793,boogie,oogie,0
11483,booing,booin,1
11840,book,books,1
11468,booked,booed,0
11234,booking,bookin,1
11235,booking,bookings,1
641,books,book,1
10007,boom_box,boombox,1
11321,boomin,booming,1
4723,booming,boomin,1
4724,booming,cooking,0
1873,boosters,hooters,0
899,boot,toot,0
1120,bootie,boobies,0
9706,booties,boobies,0
9707,booties,bitties,0
9708,booties,bootys,0
7073,booty,bootys,1
283,bootys,booties,0
284,bootys,booty,1
8414,bopper,dropper,0
2708,boppin,hoppin,0
2709,boppin,bopping,1
2710,boppin,poppin,0
4675,bopping,boppin,1
4676,bopping,bobbing,0
4677,bopping,tipping,0
3944,bops,ops,0
4263,border,borders,1
4686,borders,border,1
4917,bored,booed,0
10144,borin,boring,1
5771,boring,touring,0
5772,boring,snoring,0
5773,boring,borin,1
280,borough,boroughs,1
7269,boroughs,borough,1
5273,boss,ross,0
5274,boss,loss,0
5831,bosses,losses,0
186,bossin,flossin,0
5540,bossing,flossing,0
6403,bother,bothers,1
6404,bother,bothered,0
11573,botherin,bothering,1
10535,bottle,bottles,1
4462,bottles,bottle,1
2781,bought,brought,0
10694,boulder,shoulder,0
10695,boulder,boulders,1
10696,boulder,folder,0
10997,boulders,shoulders,0
10998,boulders,boulder,1
530,bounce,bouncin,0
531,bounce,ounce,0
9082,bouncin,bouncing,1
9083,bouncin,bounce,0
7307,bouncing,bouncin,1
7308,bouncing,pounding,0
6667,bound,bounds,1
6668,bound,hound,0
2539,bout,about,0
644,boutique,boutiques,1
4272,boutiques,boutique,1
8217,bow_bow,pow_pow,0
4422,bow_legged,bowlegged,1
4708,bowin,bowing,1
8908,bowing,bowin,1
3951,bowlegged,bow_legged,1
3226,bowlin,bowling,1
3159,bowling,bowlin,1
11418,bows,bos,0
11419,bows,bops,0
1708,boy,boys,1
9004,boyfriend,boyfriends,1
9614,boyfriends,boyfriend,1
7846,boys,toys,0
7847,boys,boyz,0
7848,boys,boy,1
778,bra,bras,1
3466,bracelet,bracelets,1
9786,bracelets,bracelet,1
853,bracket,brackets,1
7206,brackin,bracking,1
7207,brackin,truckin,0
6622,brad,rad,0
2443,braggin,bragging,1
2444,braggin,buggin,0
5088,bragging,braggin,1
5089,bragging,bugging,0
998,braid,braided,0
5586,braided,bladed,0
995,brain,brains,1
996,brain,drain,0
7498,brained,obtained,0
1040,brains,brain,1
9653,brake,brakes,1
4185,brakes,brake,1
11047,brand,brands,1
4749,brands,brand,1
11046,brang,rang,0
11526,brave,bravest,0
2300,brawl,crawl,0
3561,brawlin,brewin,0
4431,brazy,crazy,0
9565,break,breaks,1
9566,break,breakin,0
5634,breakin,breaking,1
5635,breakin,beatin,0
5636,breakin,break,0
5563,breaking,breakin,1
5564,breaking,beating,0
2288,breaks,break,1
1950,breast,breasts,1
2657,breasts,breast,1
3222,breath,breathe,0
3223,breath,breaths,1
3224,breath,breathin,0
5170,breathe,breath,0
5171,breathe,breathin,0
1587,breathed,breathes,0
1585,breathes,breathed,0
10491,breathin,breathing,1
10492,breathin,reachin,0
10493,breathin,breath,0
10494,breathin,breathe,0
8588,breathing,breathin,1
8589,breathing,reaching,0
5172,breaths,breath,1
3926,breed,breeds,1
6834,breeze,freezer,0
1348,breezin,breezing,1
251,breezing,breezin,1
6833,breezy,beezy,0
9246,brewing,brewin,1
1743,brews,brew,1
11193,brick,bricks,1
3828,brick_squad,bricksquad,1
8339,bricks,brick,1
10069,bricksquad,brick_squad,1
6070,bright,brighter,0
6071,bright,fright,0
1391,brighten,brightens,1
1392,brighten,brighter,0
1673,brightens,brighten,1
1393,brighter,bright,0
1394,brighter,brighten,0
1395,brighter,brightest,0
6173,brim,trim,0
6423,bring,bringin,0
4657,bringer,ringer,0
3407,bringin,bringing,1
3408,bringin,bring,0
3409,bringin,swingin,0
3410,bringin,bangin,0
53,bringing,bringin,1
10887,britney,whitney,0
9905,broad_day,broadway,0
7509,broadcastin,broadcasting,1
4411,brock,bedrock,0
1070,broil,boil,0
4729,broker,broader,0
2537,brotha,brother,0
5556,brothas,brothers,0
11275,brother,mother,0
11276,brother,brothers,1
11277,brother,brotha,0
6683,brothers,mothers,0
6684,brothers,brother,1
6685,brothers,brothas,0
8801,brought,bought,0
8802,brought,fought,0
11827,brush,brushed,0
5226,brushed,brush,1
7851,brushing,gushing,0
365,bubble,bubbles,1
11717,bubble_gum,bubblegum,1
5526,bubbled,bundled,0
10794,bubblegum,bubble_gum,1
11243,bubblin,bubbling,1
11244,bubblin,bobbin,0
6526,bubbling,bubblin,1
9712,buck,duck,0
9713,buck,bucks,1
9714,buck,fuck,0
4468,bucked,lucked,0
4017,bucket,buckets,1
9674,buckin,duckin,0
9675,buckin,bucking,1
9676,buckin,backin,0
3140,bucking,busting,0
3141,bucking,buckin,1
3142,bucking,cocking,0
3143,bucking,bussing,0
3144,bucking,packing,0
3145,bucking,ducking,0
3146,bucking,duckin,0
3147,bucking,tucking,0
3148,bucking,jacking,0
11038,buckle,knuckle,0
11039,buckle,buckled,0
7180,bucks,buck,1
9715,buco,buio,0
1511,buddy,cuddy,0
6092,budella,barella,0
2720,budge,judge,0
1647,budging,budgin,1
8180,bugged,drugged,0
8181,bugged,thugged,0
2931,buggin,muggin,0
2932,buggin,huggin,0
2933,buggin,thuggin,0
2934,buggin,braggin,0
5410,bugging,buzzing,0
1044,bugs,bums,0
10681,build,rebuild,0
8193,buildin,building,1
9869,building,buildin,1
9870,building,buildings,1
10679,built,build,0
2363,buio,buco,0
7961,bull,bully,0
7962,bull,bulls,1
5349,bullet,bullets,1
3754,bullet_proof,bulletproof,1
3231,bulletproof,bullet_proof,1
2493,bullets,pellets,0
6088,bullshittin,bullshitting,1
2174,bullshitting,bullshittin,1
10657,bully,bull,0
304,bum_bum,dum_bum,0
305,bum_bum,dum_dum,0
7791,bummy,dummy,0
634,bump,pump,0
635,bump,jump,0
636,bump,hump,0
637,bump,dump,0
638,bump,rump,0
4100,bump_bump,pump_pump,0
9048,bumpers,bimmers,0
9809,bumpin,bumping,1
9810,bumpin,pumpin,0
9811,bumpin,thumpin,0
9812,bumpin,humpin,0
9813,bumpin,jumpin,0
7592,bumping,bumpin,1
7593,bumping,thumping,0
7594,bumping,buzzing,0
7595,bumping,bopping,0
7596,bumping,jumping,0
7597,bumping,pumping,0
639,bums,jums,0
640,bums,bugs,0
4988,bunch,buncha,0
5140,bundle,bundles,1
783,bundles,bundle,1
10613,bunga,unga,0
8868,bunkin,bunking,1
3668,bunking,bunkin,1
3716,bunnies,hunnits,0
6640,bunny,hunny,0
11126,buns,buds,0
7533,burbs,suburbs,0
10590,burger,burgers,1
8882,burgers,burger,1
4491,burn,turn,0
4492,burn,burnt,0
4493,burn,burns,1
7771,burned,turned,0
5777,burners,gunners,0
1765,burnin,burning,1
11041,burning,burnin,1
11042,burning,surfing,0
11043,burning,turning,0
2290,burns,turns,0
2291,burnt,turnt,0
2292,burnt,burn,0
4494,burr,burrr,0
6656,burrr,burr,0
8388,burry,bury,0
1057,burst,bursts,1
10084,burstin,burpin,0
254,bursting,dusting,0
3871,bury,burry,0
2397,burying,curing,0
6336,bush,tush,0
9848,business,buisness,0
8850,buss,bust,0
5558,bussin,bustin,0
5559,bussin,cussin,0
9317,bussing,bucking,0
9318,bussing,busting,0
9319,bussing,gassing,0
9320,bussing,bustin,0
8851,bust,buss,0
11223,bustas,busters,0
11224,bustas,bustaz,0
5057,busted,dusted,0
7776,busters,bustas,0
10684,bustin,blastin,0
10685,bustin,busting,1
10686,bustin,bussin,0
312,busting,bucking,0
313,busting,blasting,0
314,busting,bustin,1
315,busting,cutting,0
316,busting,bussing,0
317,busting,hunting,0
318,busting,beating,0
319,busting,rushing,0
7531,butt,butts,1
6453,butto,brutto,0
10060,button,buttons,1
6427,buttons,button,1
6450,butts,butt,1
4451,buyin,buying,1
3281,buying,buyin,1
8060,buzzin,buzzing,1
1294,bygones,gones,0
6867,bystander,bystanders,1
8721,bystanders,bystander,1
1798,caan,waan,0
1799,caan,cyan,0
6736,cab,cabs,1
7583,cabana,gabbana,0
6145,cable,cables,1
9383,cage,cave,0
9384,cage,rage,0
9385,cage,caged,0
515,caged,cage,0
520,cages,ages,0
11726,cain,caine,0
5398,caine,cocaine,0
5399,caine,cane,0
5400,caine,cain,0
5401,caine,maine,0
5397,caint,cant,0
2865,cake,bake,0
2866,cake,cakes,1
7775,caked,coked,0
7114,caking,raking,0
7115,caking,jacking,0
7116,caking,baking,0
7117,caking,capping,0
6735,cal,cals,1
10790,calico,calicos,1
10653,calicos,calico,1
8515,californication,fornication,0
10244,call,calls,1
6682,callers,cancers,0
11632,calles,calle,1
5857,callin,calling,1
5858,callin,stallin,0
5859,callin,ballin,0
5860,callin,fallin,0
10978,calling,callin,1
10979,calling,yelling,0
10980,calling,telling,0
10981,calling,talking,0
10982,calling,stalling,0
10983,calling,balling,0
8303,calories,salaries,0
10242,cals,cal,1
5918,cama,cada,0
2310,camaro,camero,0
11024,cambio,cambia,0
2823,camel,camels,1
6402,camel_toe,cameltoe,1
1328,camera,cameras,1
9573,cameras,camera,1
1329,camero,camaro,0
4245,camino,cammino,0
6959,camouflage,camouflaged,0
5917,camp,champ,0
10239,campaign,champaigne,0
7570,camping,lamping,0
7571,camping,lampin,0
6734,can,cant,0
4683,cancel,canceled,0
1989,candle,candles,1
3889,candles,candle,1
4332,candy,caddy,0
2490,candy_paint,candy_painted,0
8574,candy_painted,candy_paint,1
1626,cane,caine,0
19,cannibal,hannibal,0
20,cannibal,cannibalism,0
1164,cannibalism,capitalism,0
1014,cannibalistic,animalistic,0
1015,cannibalistic,cannibalism,0
1627,cant,can,0
1628,cant,caint,0
191,cant_afford,couldnt_afford,0
4658,cant_complain,cant_explain,0
7195,cant_explain,cant_complain,0
5190,canta,canto,0
5191,canto,canta,0
6732,cap,caps,1
1815,capable,incapable,0
2994,caper,taper,0
10271,capitalism,cannibalism,0
10272,capitalism,capitalist,0
10273,capitalist,capitalism,0
5574,capitalize,capitalism,0
6669,capped,napped,0
8428,cappella,appelle,0
290,cappin,trappin,0
291,cappin,capping,1
11409,capping,trapping,0
11410,capping,rapping,0
11411,capping,wrapping,0
11412,capping,cappin,1
11413,capping,yapping,0
11414,capping,clapping,0
11415,capping,caking,0
11416,capping,chopping,0
3810,caps,cap,1
7181,capture,captured,0
6767,cara,para,0
6768,cara,cada,0
1606,carat,karat,0
1607,carat,carats,1
7208,carats,karats,0
7209,carats,carat,1
2202,carcass,carcasses,0
2908,cardier,cartier,0
2909,cardier,cartiers,0
2399,cards,card,1
6769,care,cares,1
6770,care,cared,0
9802,cared,cares,0
10160,career,careers,1
10542,careers,career,1
9798,cares,cared,0
9799,cares,care,1
11330,cargos,carrots,0
11445,caribbean,carribean,0
3770,carin,caring,1
6087,caring,carin,1
3598,carlito,carlo,0
8441,carmelo,carlo,0
2853,carrier,terrier,0
5735,carrot,carrots,1
4262,carrots,cargos,0
9239,carrying,carryin,1
6764,cars,car,1
1648,carta,canta,0
393,carters,carver,0
2012,cartier,cardier,0
5470,cartiers,cardier,0
5502,carties,carrires,0
6553,carton,cartons,1
5655,cartridge,cartridges,1
10090,cartridges,cartridge,1
7965,carved,caved,0
4883,carver,carters,0
8516,carvin,carving,1
2429,case,cage,0
2430,case,cases,1
2431,cash,dash,0
10334,cashin,cashing,1
1241,cashing,cashin,1
1242,cashing,smashing,0
9990,casings,canines,0
6155,casket,caskets,1
172,caskets,baskets,0
8736,casper,capper,0
492,cassette,cassettes,1
2432,cast,vast,0
11229,casting,crashing,0
6192,castle,castles,1
3056,casually,visually,0
1862,catchin,catching,1
1863,catchin,snatchin,0
1864,catchin,clutchin,0
9289,catchin_feelings,catching_feelings,0
2864,catching,catchin,1
5912,catching_feelings,catchin_feelings,0
10452,cathedral,cathedrals,1
8665,catholic,catholics,1
11458,catholics,catholic,1
9859,cats,gats,0
9860,cats,rats,0
5029,cattle,rattles,0
1355,cause,because,0
5972,causin,causing,1
2973,causing,causin,1
2974,causing,abusing,0
11838,cave,caves,1
11839,cave,cage,0
9629,caved,carved,0
9630,caved,caves,0
9633,caves,capes,0
11774,caymans,cayman,1
1346,cazzo,pazzo,0
9678,cede,cedes,1
930,cedes,cede,1
1134,cee_lo,ceelo,1
8099,ceilin,ceiling,1
5218,ceiling,ceilin,1
5219,ceiling,ceilings,1
6796,celebrate,celebration,0
6797,celebrate,celebrating,0
6798,celebrate,celebratin,0
6171,celebratin,celebrating,1
11144,celebrating,celebratin,1
3703,celebration,celebrate,0
3704,celebration,celebratin,0
5449,cell_phone,cellphone,1
5450,cell_phone,cellular_phone,0
89,cell_phones,cellphones,1
1385,cellphone,cell_phone,1
1386,cellphone,telephone,0
8729,cellphones,cell_phones,1
9866,cellular_phone,cell_phone,0
10200,celly,telly,0
7235,cemetary,cemetery,0
10020,cemetery,cemetary,0
1429,cena,nena,0
1423,cent,cents,1
4875,cento,sento,0
4874,cents,cent,1
6835,ces,cest,0
9506,cess,sess,0
10266,cest_la,cest_le,0
193,chain,chains,1
10149,chained,stained,0
10150,chained,chased,0
11033,chains,chain,1
11530,chair,chairs,1
4716,chamber,chambers,1
8959,chamillionaire,chamillitary,0
11822,chamillitary,chamillionaire,0
5835,champ,camp,0
9502,chance,chances,1
8681,chances,choices,0
9616,chandelier,chandeliers,1
8142,chandeliers,chandelier,1
3866,change,changed,0
3867,change,changes,1
3868,change,changin,0
11097,changed,change,0
11098,changed,changin,0
11099,changed,changes,0
11101,changer,ranger,0
11100,changes,change,1
4911,changin,changing,1
4912,changin,changed,0
4913,changin,change,0
5488,changing,changin,1
10480,channel,channels,1
8196,chapter,chapters,1
7394,character,characters,1
11218,characters,character,1
8219,charge,charges,1
8220,charge,charged,0
11104,chargers,hangers,0
5182,charging,chargin,1
7856,chariot,chariots,1
1942,chart,charts,1
2904,charter,chartered,0
10315,chartered,charter,1
8708,charts,chart,1
10946,chased,chained,0
4806,chasin,chasing,1
2031,chasing,chasin,1
2032,chasing,having,0
7787,chatter,chitter,0
8008,chatting,chattin,1
3046,che_ci,che_poi,0
3047,che_ci,che_ti,0
3048,che_ci,che_mi,0
7007,che_fai,che_mi,0
2601,che_mi,che_ti,0
9202,che_non,se_non,0
9203,che_non,che_poi,0
989,che_poi,che_ci,0
990,che_poi,e_poi,0
991,che_poi,che_non,0
992,che_poi,che_mi,0
3917,che_si,che_ti,0
3918,che_si,che_mi,0
5359,che_sia,che_ti,0
5360,che_sia,che_si,0
8221,che_ti,che_mi,0
8222,che_ti,che_si,0
2407,cheap,cheaper,0
4850,cheaper,cheap,0
3842,cheated,treated,0
3844,cheater,eater,0
5053,cheaters,eaters,0
10283,cheatin,cheating,1
2912,cheating,cheatin,1
11251,check,checks,1
11252,check,checkin,0
11253,check,checked,0
6775,checked,clocked,0
6776,checked,wrecked,0
394,checkin,checking,1
395,checkin,clockin,0
6478,checking,checkin,1
6479,checking,clocking,0
4671,checks,check,1
6844,chedda,cheddar,0
6845,chedda,chedder,0
524,cheddar,chedda,0
525,cheddar,chedder,0
9391,cheddars,chedder,0
6507,chedder,cheddars,0
8538,cheek,cheeks,1
7089,cheeks,cheek,1
8540,cheer,cheers,1
9974,cheerin,cheering,1
9975,cheerin,cheered,0
9461,cheering,cheerin,1
10124,cheerios,cheetos,0
3230,cheers,cheer,1
2711,cheesin,wheezin,0
2712,cheesin,cheesing,1
9820,cheesing,cheesin,1
5535,chega,chegar,0
10002,chegar,chega,0
6243,cheif,cheef,0
2152,cheque,cheques,1
11597,cheques,cheque,1
8997,chevy,chevys,1
8941,chevys,chevy,1
510,chi_town,h_town,0
9430,chiama,chiamo,0
6416,chiba,cohiba,0
999,chicken_heads,chickenhead,0
1000,chicken_heads,chickenheads,1
8539,chickens,chicken,1
4090,chicks,chickens,0
7064,chiefin,chiefing,1
1475,chiefing,chiefin,1
6511,child,childs,1
3026,chill,chillin,0
3717,chilla,thrilla,0
9333,chillin,chilling,1
9334,chillin,hollin,0
4457,chilling,chillin,1
4458,chilling,chiefing,0
4990,chills,thrills,0
5601,chime,chimes,1
14,ching,chang,0
979,chip,hip,0
10612,chipper,gripper,0
4504,chippin,chipping,1
465,chipping,chippin,1
8691,chips,whips,0
11727,chirpin,chirping,1
11728,chirpin,chargin,0
547,chirping,chirpin,1
548,chirping,shipping,0
549,chirping,clipping,0
1654,chitter,chatter,0
2822,chocha,cha_cha,0
9171,chocking,choking,0
9172,chocking,chokin,0
201,choice,choices,1
11782,choices,chances,0
11141,choir,choirs,1
4336,choked,coked,0
1751,chokin,choking,1
3453,choking,chocking,0
3454,choking,chokin,1
3455,choking,smoking,0
3456,choking,toking,0
3457,choking,chewing,0
4001,choo,whoo,0
11708,choose,chose,0
3708,choosey,choosy,0
10135,choosin,choosing,1
732,choosing,choosin,1
733,choosing,loosing,0
11707,choosy,choosey,0
4002,chop,chops,1
887,chop_chop,chop_shop,0
4942,choppa,chopper,0
4943,choppa,choppas,1
9783,choppas,choppers,0
3740,chopped,mopped,0
3741,chopped,popped,0
3742,chopped,choppin,0
3743,chopped,propped,0
3744,chopped,whipped,0
3745,chopper,choppa,0
3746,chopper,choppers,1
3747,chopper,choppas,0
358,choppers,choppas,0
359,choppers,coppers,0
360,choppers,chopper,1
10193,choppin,chopping,1
10194,choppin,whippin,0
10195,choppin,clippin,0
10196,choppin,shippin,0
204,chopping,choppin,1
205,chopping,whipping,0
206,chopping,dropping,0
207,chopping,hopping,0
7010,chord,chords,1
4030,chords,chord,1
4031,chords,cords,0
2688,chose,choose,0
8399,chows,chow,1
8015,christians,christianity,0
4204,chromes,chromed,0
2387,chuckin,chunking,0
2388,chuckin,chucking,1
4760,chucking,chunking,0
4761,chucking,chuckin,1
7140,chuggin,chugging,1
7213,chula,chupa,0
7211,chulo,culo,0
7212,chulo,chula,0
2529,chunking,chucking,0
2530,chunking,chuckin,0
1684,chupa,chula,0
6244,church,churches,0
4836,chyea,chyeah,0
6291,cig,cigs,1
9278,cigar,cigars,1
4196,cigarette,cigarettes,1
11516,cigarettes,cigarette,1
8988,cigarillo,cigarillos,1
7660,cigars,cigar,1
4367,cindy,mindy,0
9980,circle,circles,1
9612,circles,circle,1
9613,circles,circus,0
5593,circuit,circuitry,0
7,circuitry,circuits,0
4203,circuits,circuitry,0
8336,circulating,circulation,0
2148,circus,circles,0
5093,citizen,citizens,1
6046,city,citys,1
2586,citys,city,1
7831,clack,clackin,0
7832,clack,clak,0
98,clackin,clack,0
99,clackin,cockin,0
100,clackin,clappin,0
101,clackin,packin,0
10440,claim,claimin,0
11008,claimed,blamed,0
4853,claimin,claiming,1
4854,claimin,claim,0
4855,claimin,blamin,0
11060,claiming,claimin,1
3256,clak,clik,0
3257,clak,clack,0
3258,clak,clat,0
3255,clan,klan,0
3261,clap,slap,0
3262,clap,cap,0
8068,clapped,slapped,0
8069,clapped,capped,0
8070,clapped,clappin,0
8066,clapper,clappers,1
8067,clapper,slapper,0
8912,clappers,clapper,1
1656,clappin,clapping,1
1657,clappin,yappin,0
1658,clappin,slappin,0
1659,clappin,clackin,0
1660,clappin,scrappin,0
